price,bath,balcony,bhk,price_per_sqft,new_total_sqft,site_location
200,3,2,3,7407.407407,2700,Kondhwa Budruk
55,2,3,2,5000,1100,Kondhwa Khurd
32.92,2,1,2,2887.719298,1140,Koregaon Park
225,3,2,3,10967.0987,3009,Kothrud
225,8,3,8,9393.939394,3300,Law College Road
30,1,2,2,3750,800,Laxmi Road
65,4,0,5,3250,2000,Lulla Nagar
190,4,1,4,15833.33333,1200,Mahatma Gandhi Road
95,2,3,2,7307.692308,1300,Mangalwar peth
60,2,2,2,4918.032787,1220,Manik Bagh
178,3,2,3,7776.321538,2289,Market yard
56,2,1,2,4786.324786,1170,Model colony
89.5,2,2,2,6629.62963,1350,Mukund Nagar
45,2,1,2,5096.262741,883,Mundhawa
125,3,2,3,7361.601885,1698,Nagar Road
105,4,0,4,4800,2187.5,Nana Peth
58.5,2,1,2,5518.867925,1060,Narayan Peth
75,2,2,2,6329.113924,1185,Narayangaon
180,3,1,3,8776.206728,2051,Navi Peth
72,2,1,2,5128.205128,1404,Padmavati
67,2,1,2,5351.4377,1252,Parvati Darshan
125,3,1,3,6631.299735,1885,Pashan
225,6,3,6,6654.835847,3381,Paud Road
42,2,2,2,4285.714286,980,Pirangut
225,3,3,3,13600,2500,Prabhat Road
66,3,1,3,4647.887324,1420,Pune Railway Station
135,6,2,6,11578.0446,1166,Rasta Peth
156,3,2,3,6747.404844,2312,Raviwar Peth
130,4,2,4,4333.333333,3000,Sadashiv Peth
70,2,1,2,5957.446809,1175,Sahakar Nagar
51,2,2,2,4454.148472,1145,Salunke Vihar
52.5,2,1,2,5412.371134,970,Sasson Road
32.49,2,1,2,2888,1125,Satara Road
92.63,3,0,3,5649.89326,1639.5,Senapati Bapat Road
225,4,2,4,6000,5000,Shaniwar Peth
225,3,3,3,11162.7907,2150,Shivaji Nagar
57,3,1,3,3486.238532,1635,Shukrawar Peth
225,3,1,3,9343.065693,3425,Sinhagad Road
225,4,3,4,8576.271186,2950,Somwar Peth
66,2,1,1,5500,1200,Swargate
73.43,2,2,3,5500.374532,1335,Tilak Road
225,6,0,4,10089.88764,4450,Uruli Devachi
64.08,2,1,2,5495.711835,1166,Vadgaon Budruk
225,3,1,3,15564.85356,2390,Wadgaon Sheri
90,2,1,3,6164.383562,1460,Viman Nagar
50,3,3,3,2958.579882,1690,Vishrant Wadi
93,3,2,4,6709.95671,1386,Wagholi
32,2,2,2,2935.779817,1090,Wakadewadi
85.73,3,1,3,4949.769053,1732,Wanowrie
72,2,1,2,5179.856115,1390,Warje
85.41,2,1,2,7800,1095,Yerawada
17.19,1,1,1,4132.211538,416,Alandi Road
50,2,3,3,2083.333333,2400,Ambegaon Budruk
85,2,3,3,6296.296296,1350,Anandnagar
73,2,2,3,5024.088094,1453,Aundh
65,2,1,2,5301.794454,1226,Aundh Road
165,2,2,4,21045.91837,784,Balaji Nagar
68,2,1,3,5821.917808,1168,Baner
124,3,2,3,6981.981982,1776,Baner road
68,3,2,3,4161.566707,1634,Bhandarkar Road
56,2,0,2,6511.627907,860,Bhavani Peth
225,3,1,3,14285.71429,2800,Bibvewadi
95,3,2,3,5757.575758,1650,Bopodi
70,2,1,2,5882.352941,1190,Budhwar Peth
33.99,2,1,2,3000,1133,Bund Garden Road
62,3,2,3,3976.908275,1559,Camp
118,4,0,3,8149.171271,1448,Chandan Nagar
225,6,1,4,7666.867108,6652,Dapodi
50,2,1,2,5122.95082,976,Deccan Gymkhana
225,4,3,4,17777.77778,1350,Dehu Road
54,2,2,3,3396.226415,1590,Dhankawadi
201,6,2,4,6836.734694,2940,Dhayari Phata
110,3,2,3,6736.068585,1633,Dhole Patil Road
46,2,2,2,3996.524761,1151,Erandwane
42,2,2,3,3000,1400,Fatima Nagar
36,2,1,2,3471.552555,1037,Fergusson College Road
36,2,1,2,3030.30303,1188,Ganesh Peth
52,2,1,2,4905.660377,1060,Ganeshkhind
162,4,2,3,7313.769752,2215,Ghorpade Peth
54.5,2,2,2,4342.629482,1255,Ghorpadi
225,2,1,3,12000,2500,Gokhale Nagar
53.7,2,1,2,4995.348837,1075,Gultekdi
180,5,3,4,7006.617361,2569,Guruwar peth
27,2,1,2,3000,900,Hadapsar
79.54,2,1,2,6723.584108,1183,Hadapsar Industrial Estate
44,2,2,2,4000,1100,Hingne Khurd
70,2,2,3,4260.499087,1643,Jangali Maharaj Road
120,2,2,3,8000,1500,Kalyani Nagar
75,2,1,2,5809.450039,1291,Karve Nagar
80,3,2,3,6956.521739,1150,Karve Road
55,2,1,2,5188.679245,1060,Kasba Peth
110,2,2,3,6984.126984,1575,Katraj
160,4,1,5,13333.33333,1200,Khadaki
55,3,2,4,3235.294118,1700,Khadki
58,2,1,2,4692.556634,1236,Kharadi
39,2,2,3,2888.888889,1350,Kondhwa
225,4,3,3,13171.71717,2475,Kondhwa Budruk
175,6,2,6,4605.263158,3800,Kondhwa Khurd
225,5,2,4,7988.922028,4694,Koregaon Park
34.66,2,1,2,2888.333333,1200,Kothrud
75,4,1,4,6250,1200,Law College Road
56,2,2,2,4571.428571,1225,Laxmi Road
75,2,1,2,7102.272727,1056,Lulla Nagar
42.85,2,2,3,3455.645161,1240,Mahatma Gandhi Road
74.52,3,2,3,6210,1200,Mangalwar peth
110,3,2,3,5945.945946,1850,Manik Bagh
180,4,3,4,5714.285714,3150,Market yard
39.82,1,0,1,3318.333333,1200,Model colony
150,4,1,4,14734.77407,1018,Mukund Nagar
225,6,1,5,13068.18182,3520,Mundhawa
30.22,2,2,3,2550.21097,1185,Nagar Road
56,2,2,2,6100.217865,918,Nana Peth
68,2,2,3,5112.781955,1330,Narayan Peth
70,2,3,3,4545.454545,1540,Narayangaon
80,2,2,2,6666.666667,1200,Navi Peth
37,2,2,2,3991.370011,927,Padmavati
115,4,0,4,4447.882421,2585.5,Parvati Darshan
78,2,2,3,5571.428571,1400,Pashan
106,2,2,2,7881.040892,1345,Paud Road
225,3,1,4,21052.63158,1900,Pirangut
80,2,3,2,5298.013245,1510,Prabhat Road
25,2,1,2,8278.145695,302,Pune Railway Station
27,2,2,1,5142.857143,525,Rasta Peth
61.52,3,1,3,4101.333333,1500,Raviwar Peth
42.535,1,0,1,5140.181269,827.5,Sadashiv Peth
72,2,2,3,6545.454545,1100,Sahakar Nagar
68,3,1,3,5666.666667,1200,Salunke Vihar
53,3,2,3,4818.181818,1100,Sasson Road
115,4,0,4,5039.439089,2282,Satara Road
37.49,2,1,2,4932.894737,760,Senapati Bapat Road
100,3,0,3,4604.051565,2172,Shaniwar Peth
225,6,2,6,10263.15789,3800,Shivaji Nagar
72,2,1,4,12000,600,Shukrawar Peth
165,3,2,3,5000,3300,Sinhagad Road
51,3,1,3,4106.280193,1242,Somwar Peth
48,1,1,1,11707.31707,410,Swargate
43.58,2,2,3,3500.401606,1245,Tilak Road
44,2,2,2,4044.117647,1088,Uruli Devachi
46,2,0,2,3833.333333,1200,Vadgaon Budruk
100,3,1,3,5012.531328,1995,Wadgaon Sheri
82,2,1,2,6264.323911,1309,Viman Nagar
200,3,2,3,11648.22365,1717,Vishrant Wadi
200,3,2,3,9523.809524,2100,Wagholi
90,1,0,2,10227.27273,880,Wakadewadi
95,6,1,6,7916.666667,1200,Wanowrie
42,3,2,3,3360,1250,Warje
225,5,2,3,6818.181818,3520,Yerawada
54,2,2,2,5187.319885,1041,Alandi Road
60,2,2,3,3986.710963,1505,Ambegaon Budruk
150,3,2,3,8445.945946,1776,Anandnagar
89,3,2,3,5036.785512,1767,Aundh
80,2,2,2,6187.16164,1293,Aundh Road
50,2,1,2,3787.878788,1320,Balaji Nagar
68.48,2,2,2,5350,1280,Baner
83.05,2,1,2,6670.682731,1245,Baner road
44,1,2,2,4284.323272,1027,Bhandarkar Road
46.17,2,2,2,3847.5,1200,Bhavani Peth
58,3,2,3,5272.727273,1100,Bibvewadi
72,3,1,3,6760.56338,1065,Bopodi
129,3,1,3,7111.356119,1814,Budhwar Peth
112,2,1,3,6956.521739,1610,Bund Garden Road
78,1,1,1,9176.470588,850,Camp
79,3,3,3,4937.5,1600,Chandan Nagar
140,4,2,3,4375,3200,Dapodi
77.13,2,1,3,6170.4,1250,Deccan Gymkhana
46,2,2,2,3700.724055,1243,Dehu Road
60.98,3,3,3,4199.724518,1452,Dhankawadi
75,3,3,3,5084.745763,1475,Dhayari Phata
75,2,3,2,5543.237251,1353,Dhole Patil Road
210,3,0,4,10000,2100,Erandwane
58,3,2,3,3314.285714,1750,Fatima Nagar
225,4,3,4,11458.33333,4800,Fergusson College Road
96,2,1,2,7559.055118,1270,Ganesh Peth
75,3,0,4,2777.777778,2700,Ganeshkhind
225,4,2,4,22500,1200,Ghorpade Peth
188,4,3,4,6975.881262,2695,Ghorpadi
65,3,2,3,4887.218045,1330,Gokhale Nagar
18,1,0,2,2727.272727,660,Gultekdi
90,2,3,2,6428.571429,1400,Guruwar peth
195,5,1,4,4875,4000,Hadapsar
75,3,2,3,4411.764706,1700,Hadapsar Industrial Estate
90,2,2,2,5678.233438,1585,Hingne Khurd
67,3,3,3,4837.545126,1385,Jangali Maharaj Road
67,2,1,2,5939.716312,1128,Kalyani Nagar
218,4,2,4,363333.3333,60,Karve Nagar
200,18,2,18,16666.66667,1200,Karve Road
60,2,2,2,4987.531172,1203,Kasba Peth
35,2,1,2,3867.403315,905,Katraj
79,3,2,3,5448.275862,1450,Khadaki
38,2,3,2,3438.914027,1105,Khadki
46.13,2,1,2,3844.166667,1200,Kharadi
89,2,3,3,5816.993464,1530,Kondhwa
35.4,2,1,2,3203.61991,1105,Kondhwa Budruk
78.56,2,1,2,5893.473368,1333,Kondhwa Khurd
45,2,2,2,4225.352113,1065,Koregaon Park
46,2,2,2,3700.724055,1243,Law College Road
76.34,3,2,3,4989.542484,1530,Laxmi Road
65,2,1,2,5416.666667,1200,Lulla Nagar
94,2,1,2,7401.574803,1270,Mahatma Gandhi Road
89,3,3,3,4863.387978,1830,Mangalwar peth
35,2,3,2,3888.888889,900,Manik Bagh
225,2,2,4,10416.66667,2400,Market yard
225,6,2,6,8000,7000,Model colony
78,2,2,3,5379.310345,1450,Mukund Nagar
65,3,3,3,4262.295082,1525,Mundhawa
67,2,1,2,6203.703704,1080,Nagar Road
72,2,2,2,5901.639344,1220,Nana Peth
44.4,2,2,2,3700,1200,Narayan Peth
73.17,2,0,2,5400,1355,Narayangaon
225,3,0,3,14500,2400,Navi Peth
60,2,2,2,4000,1500,Padmavati
95,2,2,2,7011.070111,1355,Parvati Darshan
57,2,1,2,5327.102804,1070,Pashan
180,4,1,3,9090.909091,1980,Paud Road
30,2,2,2,3562.945368,842,Pirangut
31.2,1,1,1,4457.142857,700,Prabhat Road
65,4,2,3,2600,2500,Pune Railway Station
95,3,2,3,5042.462845,1884,Rasta Peth
75,2,2,2,6818.181818,1100,Raviwar Peth
40.54,2,2,2,3389.632107,1196,Sadashiv Peth
85,3,2,3,4670.32967,1820,Sahakar Nagar
145,8,2,8,12083.33333,1200,Salunke Vihar
43.5,2,2,2,3670.886076,1185,Sasson Road
170,3,2,3,7925.407925,2145,Satara Road
89,2,1,2,7295.081967,1220,Senapati Bapat Road
51.91,2,3,2,4651.433692,1116,Shaniwar Peth
75,2,3,2,6291.946309,1192,Shivaji Nagar
110,3,2,3,7591.442374,1449,Shukrawar Peth
225,3,1,3,10000,2500,Sinhagad Road
90,3,2,3,5294.117647,1700,Somwar Peth
150,3,2,3,7812.5,1920,Swargate
90,2,0,2,6666.666667,1350,Tilak Road
225,5,2,4,7291.666667,4800,Uruli Devachi
74,3,2,3,4352.941176,1700,Vadgaon Budruk
76,3,2,2,5252.246026,1447,Wadgaon Sheri
107,2,1,2,8051.16629,1329,Viman Nagar
70.44,2,2,3,5360.730594,1314,Vishrant Wadi
110,3,2,3,9166.666667,1200,Wagholi
220,3,0,6,18121.91104,1214,Wakadewadi
103,3,1,3,6807.666887,1513,Wanowrie
67.5,2,1,2,5417.335474,1246,Yerawada
65,1,1,1,9219.858156,705,Alandi Road
62,2,2,2,5081.967213,1220,Ambegaon Budruk
45,2,1,3,2500,1800,Anandnagar
75,3,2,3,5357.142857,1400,Aundh
80,2,2,2,6425.702811,1245,Aundh Road
63,2,1,3,4214.046823,1495,Balaji Nagar
225,2,2,3,13750,2000,Baner
36.5,2,2,2,3664.658635,996,Baner road
44,2,1,2,4400,1000,Bhandarkar Road
75,2,3,2,6000,1250,Bhavani Peth
24.86,2,1,2,2549.74359,975,Bibvewadi
80,2,1,3,6344.171293,1261,Bopodi
46,2,2,2,4259.259259,1080,Budhwar Peth
50,2,1,2,4065.04065,1230,Bund Garden Road
25.53,2,2,2,2599.796334,982,Camp
49.36,3,1,3,3917.460317,1260,Chandan Nagar
135,2,2,3,8490.566038,1590,Dapodi
39,2,2,2,3196.721311,1220,Deccan Gymkhana
38.12,2,1,3,2887.878788,1320,Dehu Road
105,3,2,3,6000,1750,Dhankawadi
62.15,2,3,3,4327.994429,1436,Dhayari Phata
66,2,0,3,5500,1200,Dhole Patil Road
140,2,2,2,9333.333333,1500,Erandwane
90,3,2,3,5769.230769,1560,Fatima Nagar
225,3,1,3,7982.969665,3758,Fergusson College Road
59,2,2,2,4627.45098,1275,Ganesh Peth
36.4,2,2,2,3500,1040,Ganeshkhind
115,3,2,3,4791.666667,2400,Ghorpade Peth
225,9,3,6,15333.33333,1500,Ghorpadi
212,5,1,4,6730.15873,3150,Gokhale Nagar
165,3,2,3,8418.367347,1960,Gultekdi
225,5,3,4,9656.25,3200,Guruwar peth
100,2,2,2,8368.200837,1195,Hadapsar
53.105,2,0,2,4443.933054,1195,Hadapsar Industrial Estate
145,5,2,5,3222.222222,4500,Hingne Khurd
70,3,1,3,15555.55556,450,Jangali Maharaj Road
225,4,2,4,16240.70632,4304,Kalyani Nagar
40,1,1,1,6172.839506,648,Karve Nagar
130,3,2,3,6190.47619,2100,Karve Road
225,4,2,4,14302.68472,4209,Kasba Peth
44,2,1,2,4284.323272,1027,Katraj
225,4,3,4,15873.01587,1575,Khadaki
52.82,3,1,3,3869.59707,1365,Khadki
18,1,1,1,2769.230769,650,Kharadi
52,2,1,3,4333.333333,1200,Kondhwa
90,2,3,2,8181.818182,1100,Kondhwa Budruk
57,2,1,3,5302.325581,1075,Kondhwa Khurd
63,2,1,2,5727.272727,1100,Koregaon Park
58,2,1,3,4393.939394,1320,Kothrud
65,3,2,3,4333.333333,1500,Law College Road
150,5,1,4,12500,1200,Laxmi Road
126,3,2,4,11200,1125,Lulla Nagar
67.5,2,1,2,5417.335474,1246,Mahatma Gandhi Road
90.2,3,2,3,5250.291036,1718,Mangalwar peth
32,2,1,3,2976.744186,1075,Manik Bagh
75.48,3,1,3,5100,1480,Market yard
13,1,1,1,2600,500,Model colony
225,4,1,5,13541.66667,2400,Mukund Nagar
125,4,2,4,10416.66667,1200,Mundhawa
36.44,2,1,2,3500.480307,1041,Nagar Road
48.4,2,2,2,4290.780142,1128,Nana Peth
90,3,1,3,5341.246291,1685,Narayan Peth
65,2,2,2,5508.474576,1180,Narayangaon
60,2,1,2,5000,1200,Navi Peth
39.5,3,2,3,3160,1250,Padmavati
41,2,1,2,4555.555556,900,Parvati Darshan
45,2,1,2,4500,1000,Pashan
80,2,2,2,13333.33333,600,Paud Road
82,3,2,4,13666.66667,600,Pirangut
70,2,1,2,4985.754986,1404,Prabhat Road
115,2,2,3,7142.857143,1610,Pune Railway Station
85,2,1,2,4829.545455,1760,Rasta Peth
55,2,1,2,5641.025641,975,Raviwar Peth
42,2,2,2,3529.411765,1190,Sadashiv Peth
46,2,1,2,4144.144144,1110,Sahakar Nagar
225,3,2,3,16521.73913,2415,Salunke Vihar
44.5,2,2,2,3603.238866,1235,Sasson Road
55,2,3,2,4313.72549,1275,Satara Road
115,2,1,2,10313.90135,1115,Senapati Bapat Road
76,2,1,2,6349.206349,1197,Shaniwar Peth
32,1,1,1,4968.944099,644,Shivaji Nagar
47,2,3,2,3756.994404,1251,Shukrawar Peth
30,2,2,2,2714.932127,1105,Sinhagad Road
38,2,2,2,3518.518519,1080,Somwar Peth
114,3,1,4,5428.571429,2100,Swargate
200,4,1,4,12500,1600,Tilak Road
64.11,3,3,3,3703.639515,1731,Uruli Devachi
55,2,1,2,4560.53068,1206,Vadgaon Budruk
78,3,2,3,5000,1560,Wadgaon Sheri
47,1,2,1,6266.666667,750,Viman Nagar
90,2,2,2,8695.652174,1035,Vishrant Wadi
150,6,2,7,12500,1200,Wagholi
35.8,1,0,1,5099.7151,702,Wakadewadi
65,3,1,3,3823.529412,1700,Wanowrie
68.5,2,2,2,5982.532751,1145,Warje
43.5,2,2,3,3600.993377,1208,Yerawada
74,3,2,3,4657.016992,1589,Alandi Road
22,2,1,2,3928.571429,560,Ambegaon Budruk
61.5,2,2,3,4312.762973,1426,Anandnagar
135,3,2,3,7161.803714,1885,Aundh
37.77,2,0,2,4039.572193,935,Aundh Road
73,2,2,2,6233.988044,1171,Balaji Nagar
60,2,3,2,4095.56314,1465,Baner
95,3,2,3,5219.78022,1820,Baner road
66.85,2,2,3,4231.012658,1580,Bhandarkar Road
46.29,2,2,3,3188.016529,1452,Bhavani Peth
89.56,2,1,3,6197.923875,1445,Bibvewadi
39,2,1,2,3333.333333,1170,Bopodi
50,2,1,2,4672.897196,1070,Budhwar Peth
53,3,2,3,4818.181818,1100,Bund Garden Road
56,2,2,2,4912.280702,1140,Camp
160,3,2,3,6153.846154,2600,Chandan Nagar
59.75,3,2,3,3900.130548,1532,Dapodi
46,2,1,2,4000,1150,Deccan Gymkhana
85,2,1,2,5770.53632,1473,Dehu Road
80.99,3,2,3,5999.259259,1350,Dhankawadi
225,4,0,4,12376.23762,4040,Dhayari Phata
166,4,2,3,8383.838384,1980,Dhole Patil Road
128,3,2,3,7710.843373,1660,Erandwane
85,7,2,7,3460.912052,2456,Fatima Nagar
45,2,2,2,6923.076923,650,Fergusson College Road
225,5,2,5,10625,4000,Ganesh Peth
225,4,3,3,13737.37374,2475,Ganeshkhind
90,3,2,3,6020.06689,1495,Ghorpade Peth
48,2,1,2,4444.444444,1080,Ghorpadi
57.5,2,2,3,3780.407627,1521,Gokhale Nagar
51,2,0,2,4843.304843,1053,Gultekdi
225,5,2,3,12011.63757,2406,Guruwar peth
115,5,3,4,14375,800,Hadapsar
42,2,1,2,4000,1050,Hadapsar Industrial Estate
51.48,2,2,3,3600,1430,Hingne Khurd
12,3,2,3,500,2400,Jangali Maharaj Road
39,3,2,3,3120,1250,Kalyani Nagar
75,2,1,4,6250,1200,Karve Nagar
150,1,1,1,17857.14286,840,Karve Road
39.5,2,2,2,3950,1000,Kasba Peth
68,3,3,3,4171.779141,1630,Katraj
40.5,2,1,2,4111.675127,985,Khadaki
70,2,2,2,5833.333333,1200,Khadki
100,3,3,3,6060.606061,1650,Kharadi
59,3,2,3,3532.934132,1670,Kondhwa
205,5,2,5,17083.33333,1200,Kondhwa Budruk
110,4,0,4,8870.967742,1240,Kondhwa Khurd
60,2,2,2,6000,1000,Koregaon Park
26,2,2,2,3132.53012,830,Kothrud
56.1,3,1,3,4675,1200,Law College Road
225,7,2,5,28500,9600,Laxmi Road
122.5,6,0,4,4900,2500,Lulla Nagar
43,2,2,2,3771.929825,1140,Mahatma Gandhi Road
85,3,3,3,5198.776758,1635,Mangalwar peth
70,2,1,2,6250,1120,Manik Bagh
200,6,3,6,7272.727273,2750,Market yard
185,3,2,3,10511.36364,1760,Model colony
110,3,2,3,5147.402901,2137,Mukund Nagar
50.74,2,1,2,5214.799589,973,Mundhawa
146,3,1,3,8468.677494,1724,Nagar Road
40.79,2,2,2,3999.019608,1020,Nana Peth
225,4,3,4,31250,1200,Narayan Peth
35,1,1,1,4666.666667,750,Narayangaon
49,2,1,2,5549.263873,883,Navi Peth
76,2,0,2,11515.15152,660,Padmavati
220,5,2,4,7893.792609,2787,Parvati Darshan
60,2,3,3,4081.632653,1470,Pashan
24.95,2,1,2,2800.224467,891,Paud Road
76,2,1,2,5960.784314,1275,Pirangut
120,3,2,3,6715.165081,1787,Prabhat Road
75,5,2,5,4335.260116,1730,Pune Railway Station
110,2,2,2,8333.333333,1320,Rasta Peth
108,3,3,3,6382.978723,1692,Raviwar Peth
69,3,2,3,4928.571429,1400,Sadashiv Peth
50,2,1,2,4484.304933,1115,Sahakar Nagar
56,2,2,2,4087.591241,1370,Salunke Vihar
56,3,2,3,3495.630462,1602,Sasson Road
40,1,1,1,5044.136192,793,Satara Road
35,1,1,1,5185.185185,675,Senapati Bapat Road
136,4,2,4,4184.615385,3250,Shaniwar Peth
43,2,3,2,4095.238095,1050,Shivaji Nagar
42.5,2,1,2,4106.280193,1035,Shukrawar Peth
44,2,2,3,3666.666667,1200,Sinhagad Road
128,3,2,3,7111.111111,1800,Somwar Peth
70,3,2,3,4307.692308,1625,Swargate
31.99,2,1,2,3099.806202,1032,Tilak Road
71.81,2,1,3,4800.13369,1496,Uruli Devachi
38,2,2,2,3454.545455,1100,Vadgaon Budruk
50,3,2,3,3333.333333,1500,Wadgaon Sheri
32.63,2,1,2,2900.444444,1125,Viman Nagar
73,3,3,3,4694.533762,1555,Vishrant Wadi
42,2,1,2,4097.560976,1025,Wagholi
83.73,2,1,3,5649.797571,1482,Wakadewadi
130,2,2,3,7975.460123,1630,Wanowrie
44.5,2,1,2,4944.444444,900,Warje
75,2,3,3,5535.055351,1355,Yerawada
225,4,2,4,25466.10169,2360,Alandi Road
45,2,2,2,3750,1200,Ambegaon Budruk
63,3,2,3,4030.710173,1563,Anandnagar
84,4,1,4,6250,1344,Aundh
225,3,2,3,13333.33333,3000,Aundh Road
42,2,1,2,5172.413793,812,Balaji Nagar
70,2,1,2,5833.333333,1200,Baner
156,4,1,4,4913.385827,3175,Baner road
101,2,1,2,7426.470588,1360,Bhandarkar Road
88,3,3,3,4795.640327,1835,Bhavani Peth
110,3,2,3,6264.236902,1756,Bibvewadi
51.83,2,2,3,3999.228395,1296,Bopodi
75,2,1,2,5769.230769,1300,Budhwar Peth
50,2,1,2,4382.120947,1141,Bund Garden Road
50.79,2,2,3,3999.212598,1270,Camp
55,2,1,2,4545.454545,1210,Chandan Nagar
67,2,2,2,5114.503817,1310,Dapodi
139,5,2,5,10250.73746,1356,Deccan Gymkhana
55.195,2,0,3,4649.957877,1187,Dehu Road
140,3,2,3,8022.922636,1745,Dhankawadi
125,5,1,5,10416.66667,1200,Dhayari Phata
37,2,2,2,3523.809524,1050,Dhole Patil Road
225,4,3,4,20833.33333,2400,Erandwane
34,2,1,2,2982.45614,1140,Fatima Nagar
54,2,2,2,4462.809917,1210,Fergusson College Road
142,3,2,3,6977.886978,2035,Ganesh Peth
17.09,1,1,1,2699.842022,633,Ganeshkhind
19.5,1,1,1,4020.618557,485,Ghorpade Peth
40,2,2,2,3597.122302,1112,Ghorpadi
82,2,0,2,6833.333333,1200,Gokhale Nagar
187,4,2,3,8219.78022,2275,Gultekdi
85,3,2,3,5990.133897,1419,Guruwar peth
42.4,2,2,2,3548.117155,1195,Hadapsar
225,3,3,3,13366.33663,2020,Hadapsar Industrial Estate
91,2,2,2,8691.499522,1047,Hingne Khurd
117,4,2,3,6210.191083,1884,Jangali Maharaj Road
149,3,2,3,12416.66667,1200,Kalyani Nagar
58,2,1,2,6408.839779,905,Karve Nagar
108,2,1,3,7200,1500,Karve Road
50,1,0,1,5882.352941,850,Kasba Peth
32.49,2,1,2,2888,1125,Katraj
59.8,2,2,2,5133.04721,1165,Khadaki
55,2,0,2,5894.962487,933,Khadki
77,2,1,3,5900.383142,1305,Kharadi
65,2,1,2,5777.777778,1125,Kondhwa
33,2,2,2,3815.028902,865,Kondhwa Budruk
66,3,3,3,5301.204819,1245,Kondhwa Khurd
225,2,3,2,3393.665158,8840,Koregaon Park
60,2,2,3,5240.174672,1145,Kothrud
90,3,1,3,4500,2000,Law College Road
43.68,1,1,1,6988.8,625,Laxmi Road
128,3,2,3,7424.593968,1724,Lulla Nagar
75,1,1,1,18750,400,Mahatma Gandhi Road
54,2,1,3,4251.968504,1270,Mangalwar peth
39.5,3,2,3,3160,1250,Manik Bagh
72,3,2,3,4848.484848,1485,Market yard
80,2,1,2,9720.534629,823,Model colony
50,2,2,2,5050.505051,990,Mukund Nagar
66,2,0,3,5500,1200,Mundhawa
59,2,2,2,4978.902954,1185,Nagar Road
78,2,1,2,6842.105263,1140,Nana Peth
120,4,2,3,6153.846154,1950,Narayan Peth
125,3,2,3,7118.451025,1756,Narayangaon
225,4,2,4,11538.46154,2600,Navi Peth
14.04,1,1,1,2700,520,Padmavati
48,2,1,2,4682.926829,1025,Parvati Darshan
72,2,1,2,5921.052632,1216,Pashan
60.8,2,2,2,5925.925926,1026,Paud Road
225,4,3,4,8995.502249,3335,Pirangut
125,4,2,5,4629.62963,2700,Prabhat Road
60,2,2,3,4252.303331,1411,Pune Railway Station
39.6,2,1,3,3000,1320,Rasta Peth
50,2,0,2,3787.878788,1320,Raviwar Peth
110,4,2,4,17886.17886,615,Sadashiv Peth
155,3,2,3,8592.017738,1804,Sahakar Nagar
46,2,2,2,4035.087719,1140,Salunke Vihar
105,4,1,4,8750,1200,Sasson Road
189,4,2,4,7957.894737,2375,Satara Road
120,3,2,3,6857.142857,1750,Senapati Bapat Road
130,5,2,9,13541.66667,960,Shaniwar Peth
55,2,2,2,4774.305556,1152,Shivaji Nagar
54,2,1,2,5595.854922,965,Shukrawar Peth
120,3,1,3,7125.890736,1684,Sinhagad Road
86,3,2,3,5143.54067,1672,Somwar Peth
60,2,2,2,5581.395349,1075,Swargate
95,5,2,3,6333.333333,1500,Tilak Road
56,3,2,3,3825.136612,1464,Uruli Devachi
99.26,2,1,2,6990.140845,1420,Vadgaon Budruk
40,2,0,2,5333.333333,750,Wadgaon Sheri
64.08,2,2,2,5481.608212,1169,Viman Nagar
62,2,1,3,4806.20155,1290,Vishrant Wadi
40.6,2,2,2,3500,1160,Wagholi
95,5,3,7,3392.857143,2800,Wakadewadi
70,3,2,3,4666.666667,1500,Wanowrie
180,3,1,3,9729.72973,1850,Warje
46,3,2,3,3538.461538,1300,Yerawada
37.84,2,1,3,2888.549618,1310,Alandi Road
225,5,2,3,20000,2750,Ambegaon Budruk
170,3,0,3,7906.976744,2150,Anandnagar
225,5,3,6,5882.352941,5100,Aundh
69,2,3,3,5307.692308,1300,Aundh Road
110,2,1,3,5866.666667,1875,Balaji Nagar
82,2,1,3,6507.936508,1260,Baner
100,4,3,5,4000,2500,Baner road
64,2,1,2,5157.131346,1241,Bhandarkar Road
45.5,2,2,2,4439.02439,1025,Bhavani Peth
218,1,0,2,14533.33333,1500,Bibvewadi
60,2,1,2,5607.476636,1070,Bopodi
40,2,1,2,4907.97546,815,Budhwar Peth
105,3,3,3,5250,2000,Bund Garden Road
190,2,1,2,13571.42857,1400,Camp
175,4,3,4,10057.47126,1740,Chandan Nagar
225,5,0,4,5293.339215,5667.5,Dapodi
70,2,2,2,5756.578947,1216,Deccan Gymkhana
190,2,1,3,8636.363636,2200,Dehu Road
225,5,2,4,12857.14286,3500,Dhankawadi
105,6,3,6,10824.74227,970,Dhayari Phata
225,7,3,7,11904.7619,3150,Dhole Patil Road
62,2,0,2,5166.666667,1200,Erandwane
50.18,2,1,2,4890.838207,1026,Fatima Nagar
20,1,1,1,4444.444444,450,Fergusson College Road
45.79,2,1,2,3800,1205,Ganesh Peth
87,2,3,2,6359.649123,1368,Ganeshkhind
12.5,1,1,1,2976.190476,420,Ghorpade Peth
42,2,2,2,3307.086614,1270,Ghorpadi
28,1,1,2,4560.260586,614,Gokhale Nagar
58,2,0,2,5523.809524,1050,Gultekdi
58,2,2,2,4119.318182,1408,Guruwar peth
42.81,2,2,3,3500.408831,1223,Hadapsar
